profile,question,expected_chunk_id,expected_title,first_relevant_rank,reciprocal_rank,average_precision,latency_ms,relevant_total,top1_chunk_id,top1_title,top1_score,unique_pages_at_max_k,best_relevant_score,best_non_relevant_score,score_margin,hit@1,precision@1,recall@1,ndcg@1,relevant_chunks@1,unique_pages@1,hit@3,precision@3,recall@3,ndcg@3,relevant_chunks@3,unique_pages@3,hit@5,precision@5,recall@5,ndcg@5,relevant_chunks@5,unique_pages@5,hit@10,precision@10,recall@10,ndcg@10,relevant_chunks@10,unique_pages@10,hit@20,precision@20,recall@20,ndcg@20,relevant_chunks@20,unique_pages@20
dense,Какие признаки обязательно выставить для формирования СЭМД талона №2 и при каких значениях поля «Категория льготы» становится доступен признак «Направлен к месту лечения»?,715,"Правильное оформление и отправка СЭМД: СЭМД (210)""Талон № 2 на получение специальных талонов (именных направлений) на проезд к месту лечения для получения медицинской помощи""",1,1.0,1.0,828.6130940000049,1,715,"Правильное оформление и отправка СЭМД: СЭМД (210)""Талон № 2 на получение специальных талонов (именных направлений) на проезд к месту лечения для получения медицинской помощи""",0.7610778,5,0.7610778,0.7160833,0.04499450000000005,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,3,1.0,0.05,1.0,1.0,1,5
dense,Какими способами можно оформить согласие пациента при госпитализации и как добавить согласие через раздел «Согласия»?,349,WEB Стационар: Приемный покой,1,1.0,1.0,824.9153130000053,1,349,Стационар: Приемный покой,0.7405964,12,0.7405964,0.60754526,0.13305114000000007,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,7,1.0,0.05,1.0,1.0,1,12
dense,Как начать редактирование персональных данных пациента и сколько основных подразделов доступно при редактировании?,160,WEB Регистратура: Работа с МКАБ в синей версии,1,1.0,1.0,828.7582700000087,1,160,Регистратура: Работа с МКАБ в синей версии,0.6824042,11,0.6824042,0.68090534,0.0014988599999999908,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,8,1.0,0.05,1.0,1.0,1,11
dense,Кто и при каких условиях может заполнять раздел «Степени и факторы риска» в карте беременной и как связаны между собой анкеты шкалы Радзинского?,221,WEB Родовспоможение: Карта беременной,1,1.0,1.0,901.7775039999947,1,221,Родовспоможение: Карта беременной,0.7840173,6,0.7840173,0.56748784,0.21652946000000006,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,3,1.0,0.05,1.0,1.0,1,6
dense,При каком условии относительно ТАП доступно формирование СЭМД и как отправить в РЭМД эпикриз по законченному амбулаторному случаю?,782,"Правильное оформление и отправка СЭМД: СЭМД (92)""Эпикриз по законченному случаю амбулаторный""",2,0.5,0.5,893.4379500000063,1,781,"Правильное оформление и отправка СЭМД: СЭМД (92)""Эпикриз по законченному случаю амбулаторный""",0.7220559,13,0.70712006,0.7220559,-0.014935839999999923,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.6309297535714575,1,2,1.0,0.2,1.0,0.6309297535714575,1,4,1.0,0.1,1.0,0.6309297535714575,1,7,1.0,0.05,1.0,0.6309297535714575,1,13
dense,"Как в блоке «Поступление» меняется перечень обязательных полей в зависимости от типа госпитализации (планово, экстренно, неотложно)?",345,WEB Стационар: Приемный покой,1,1.0,1.0,826.4829780000014,1,345,Стационар: Приемный покой,0.70719385,10,0.70719385,0.6046571,0.10253675000000007,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,5,1.0,0.1,1.0,1.0,1,6,1.0,0.05,1.0,1.0,1,10
dense,Из каких вкладок состоит окно «Листок нетрудоспособности» и для чего используется кнопка получения пула номеров из ФСС при оформлении первичного ЛН?,95,WEB Поликлиника: Лист нетрудоспособности,1,1.0,1.0,819.9285240000052,1,95,Поликлиника: Лист нетрудоспособности,0.6815678,10,0.6815678,0.64720917,0.034358629999999946,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,2,1.0,0.05,1.0,1.0,1,10
dense,Где в системе находятся личные настройки пользователя и как добавить или сбросить настройку до значения по умолчанию для врача?,390,Администрирование МИС: Отчеты настройки и прочее,1,1.0,1.0,795.6969530000038,1,390,Администрирование МИС: Отчеты настройки и прочее,0.70610034,11,0.70610034,0.62708837,0.07901197000000004,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,5,1.0,0.05,1.0,1.0,1,11
dense,Какие сведения отображаются во вкладке листков нетрудоспособности в ТАП/МКСБ и как создать новый электронный листок нетрудоспособности?,100,WEB Поликлиника: Лист нетрудоспособности,1,1.0,1.0,810.4739010000088,1,100,Поликлиника: Лист нетрудоспособности,0.7194303,6,0.7194303,0.6956758,0.02375450000000001,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,1,1.0,0.05,1.0,1.0,1,6
dense,Какие коды медицинских шаблонов АВ перечислены в инструкции и где в интерфейсе их искать?,368,WEB Стационар: Формы приказа 530н: Работа с шаблонами осмотров АВ,1,1.0,1.0,924.2038820000005,1,368,Стационар: Формы приказа 530н: Работа с шаблонами осмотров АВ,0.6561385,6,0.6561385,0.65239394,0.003744560000000008,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,3,1.0,0.05,1.0,1.0,1,6
dense,"Что делать, если при сохранении МКСБ появляется сообщение об ошибке «Проверьте правильность заполнения формы»?",353,WEB Стационар: Приемный покой,1,1.0,1.0,807.7476370000056,1,353,Стационар: Приемный покой,0.6975888,7,0.6975888,0.5990056,0.09858319999999998,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,3,1.0,0.05,1.0,1.0,1,7
sparse,Какие данные в МКАБ пациента должны быть заполнены для успешного формирования СЭМД «Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования)»?,655,"Правильное оформление и отправка СЭМД: СЭМД (194)""Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования)""",5,0.2,0.2,12.559795999990797,1,661,"Правильное оформление и отправка СЭМД: СЭМД (194)""Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования)""",51.18647715095934,4,46.4524276423197,51.18647715095934,-4.734049508639643,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,2,1.0,0.2,1.0,0.38685280723454163,1,2,1.0,0.1,1.0,0.38685280723454163,1,2,1.0,0.05,1.0,0.38685280723454163,1,4
sparse,Что происходит при снятии флажка у блока «Слуховой паспорт» в шаблоне осмотра отоларинголога и как вводятся результаты исследований?,115,"WEB Поликлиника: Работа с шаблонами: Шаблон ""Осмотр отоларинголога (20)""",1,1.0,1.0,2.3399550000107183,1,115,"Поликлиника: Работа с шаблонами: Шаблон ""Осмотр отоларинголога (20)""",33.495700381165136,15,33.495700381165136,20.445206007294374,13.050494373870762,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,8,1.0,0.05,1.0,1.0,1,15
sparse,Что открывается пользователю при работе с медицинскими записями после выбора соответствующего действия?,26,WEB Поликлиника: Врач поликлиники,,0.0,0.0,1.2614299999995637,1,317,Стационар: Медсестра отделения,18.790768166881648,16,,18.790768166881648,,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,7,0.0,0.0,0.0,0.0,0,16
sparse,"Что нужно сделать после заполнения формы с результатами медосмотра, чтобы СЭМД был подписан и отправлен в РЭМД?",760,"Правильное оформление и отправка СЭМД: СЭМД (63)""Медицинское заключение об отсутствии медицинских противопоказаний к владению оружием""",2,0.5,0.5,1.6255390000026182,1,754,"Правильное оформление и отправка СЭМД: СЭМД (4)""Медицинская справка о допуске к управлению транспортными средствами""""",29.290221390128217,18,25.77971861218298,29.290221390128217,-3.510502777945238,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.6309297535714575,1,3,1.0,0.2,1.0,0.6309297535714575,1,5,1.0,0.1,1.0,0.6309297535714575,1,9,1.0,0.05,1.0,0.6309297535714575,1,18
sparse,Как оформить перевод пациента в реанимацию и как закрыть реанимационный период в МКСБ?,282,WEB Стационар: Врач стационара,4,0.25,0.25,1.2221289999985174,1,331,Стационар: Отказ от госпитализации,24.091868367914536,18,22.012276501691233,24.091868367914536,-2.0795918662233035,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,3,1.0,0.2,1.0,0.43067655807339306,1,4,1.0,0.1,1.0,0.43067655807339306,1,9,1.0,0.05,1.0,0.43067655807339306,1,18
sparse,Как в модуле электронного родового сертификата перейти к отчётам и сформировать файл отчёта за период?,251,WEB Родовспоможение: Родовые сертификаты,4,0.25,0.25,1.4432340000070099,1,226,Родовспоможение: Родовые сертификаты,24.15051148752698,9,23.366915169447964,24.15051148752698,-0.7835963180790166,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,2,1.0,0.2,1.0,0.43067655807339306,1,3,1.0,0.1,1.0,0.43067655807339306,1,4,1.0,0.05,1.0,0.43067655807339306,1,9
sparse,При каких условиях можно добавить сведения о посещении в ЭРС и какие ограничения действуют для полей «Срок беременности» и «Дата следующего посещения»?,229,WEB Родовспоможение: Родовые сертификаты,1,1.0,1.0,2.1865519999977323,1,229,Родовспоможение: Родовые сертификаты,44.75618152668106,9,44.75618152668106,40.081206047254454,4.674975479426607,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,5,1.0,0.05,1.0,1.0,1,9
sparse,Какие требования предъявляются к датам оказания услуги в ТАП и к порядку отражения первичного и повторного приёма?,143,WEB Поликлиника: Формирование ТАП для статистов,1,1.0,1.0,1.4421340000012606,1,143,Поликлиника: Формирование ТАП для статистов,33.419883922551506,17,33.419883922551506,30.334818133323694,3.085065789227812,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,7,1.0,0.05,1.0,1.0,1,17
sparse,"Как распечатать водительскую справку после того, как карта мероприятий подписана и стала недоступна для редактирования?",755,"Правильное оформление и отправка СЭМД: СЭМД (4)""Медицинская справка о допуске к управлению транспортными средствами""""",9,0.1111111111111111,0.1111111111111111,1.3474320000028683,1,668,"Правильное оформление и отправка СЭМД: СЭМД (196) Медицинская справка (врачебное профессионально-консультативное заключение)""",21.007487278251222,19,13.975985808694798,21.007487278251222,-7.031501469556424,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,4,1.0,0.1,1.0,0.3010299956639812,1,9,1.0,0.05,1.0,0.3010299956639812,1,19
sparse,Где просматривать статистику по открытым и закрытым талонам амбулаторного пациента и какие фильтры при этом доступны?,105,"WEB Поликлиника: Просмотр статистических данных по ""Случаям лечения""",1,1.0,1.0,1.43843400000776,1,105,"Поликлиника: Просмотр статистических данных по ""Случаям лечения""",21.745610193460802,19,21.745610193460802,18.422502790739525,3.323107402721277,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,9,1.0,0.05,1.0,1.0,1,19
sparse,"Как открепить прикреплённый файл, в каких форматах доступна печать документа и как распечатать справку «Медицинское заключение»?",693,"Правильное оформление и отправка СЭМД: СЭМД (204)""Медицинское заключение""",4,0.25,0.25,1.3395309999992833,1,679,"Правильное оформление и отправка СЭМД: СЭМД (204)""Медицинское заключение""",30.575909305812285,8,29.146782886814872,30.575909305812285,-1.4291264189974129,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,1.0,0.2,1.0,0.43067655807339306,1,1,1.0,0.1,1.0,0.43067655807339306,1,2,1.0,0.05,1.0,0.43067655807339306,1,8
sparse,"Что такое карта мероприятий, как с ней работать и что оформляется на заключительном мероприятии у терапевта или врача общей практики?",759,"Правильное оформление и отправка СЭМД: СЭМД (63)""Медицинское заключение об отсутствии медицинских противопоказаний к владению оружием""",1,1.0,1.0,1.6481389999967178,1,759,"Правильное оформление и отправка СЭМД: СЭМД (63)""Медицинское заключение об отсутствии медицинских противопоказаний к владению оружием""",28.753091102173695,14,28.753091102173695,28.485003910141042,0.2680871920326524,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,5,1.0,0.1,1.0,1.0,1,9,1.0,0.05,1.0,1.0,1,14
sparse,"Как сформировать, подписать и отправить в РЭМД СЭМД «Медицинское заключение о допуске к выполнению работ на высоте» (редакция 1)?",559,"Правильное оформление и отправка СЭМД: СЭМД (101)""Медицинское заключение о допуске к выполнению работ на высоте верхолазных работ работ связанных с подъемом на высоту а также по обслуживанию подъемных сооружений""",1,1.0,1.0,1.5750369999949498,1,559,"Правильное оформление и отправка СЭМД: СЭМД (101)""Медицинское заключение о допуске к выполнению работ на высоте верхолазных работ работ связанных с подъемом на высоту а также по обслуживанию подъемных сооружений""",56.38951974447107,12,56.38951974447107,53.20911581695889,3.180403927512181,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,3,1.0,0.05,1.0,1.0,1,12
sparse,Какой структурированный электронный медицинский документ можно сформировать и отправить в отчётных формах по иммунопрофилактике в описанном блоке?,90,WEB Поликлиника: Иммунопрофилактика,1,1.0,1.0,1.4736349999964204,1,90,Поликлиника: Иммунопрофилактика,35.69443957813797,12,35.69443957813797,23.600426732282408,12.09401284585556,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,5,1.0,0.1,1.0,1.0,1,7,1.0,0.05,1.0,1.0,1,12
sparse,Какие системные настройки в разделе администрирования должен проверить или установить администратор перед работой с рецептами?,605,"Правильное оформление и отправка СЭМД: СЭМД (148)""Рецепт на лекарственный препарат (CDA)""",5,0.2,0.2,1.2694299999935765,1,1,Диспансеризация,28.035492758370797,15,18.98900969376035,28.035492758370797,-9.046483064610445,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,3,1.0,0.2,1.0,0.38685280723454163,1,5,1.0,0.1,1.0,0.38685280723454163,1,7,1.0,0.05,1.0,0.38685280723454163,1,15
sparse,"Как оформить электронное свидетельство о рождении (галочки по пунктам СР), подтянуть данные из МКАБ и что делать со «старым» или ручным адресом при регистрации?",433,Демография: Свидетельство о рождении,1,1.0,1.0,1.8692439999909993,1,433,Демография: Свидетельство о рождении,45.12560446204589,13,45.12560446204589,42.51174110979998,2.6138633522459145,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,5,1.0,0.05,1.0,1.0,1,13
sparse,Куда попадает информация после записи пациента на приём и как вернуться в шаблон осмотра врача 2.0?,33,WEB Поликлиника: Врач поликлиники,3,0.3333333333333333,0.3333333333333333,1.3725330000085023,1,41,Поликлиника: Врач поликлиники,22.364065822246012,17,21.269843745340758,22.364065822246012,-1.094222076905254,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.5,1,2,1.0,0.2,1.0,0.5,1,4,1.0,0.1,1.0,0.5,1,8,1.0,0.05,1.0,0.5,1,17
sparse,Как в шаблоне №200 МЗ добавить в медицинскую запись результаты ранее проведённых исследований?,31,WEB Поликлиника: Врач поликлиники,1,1.0,1.0,1.0937259999934668,1,31,Поликлиника: Врач поликлиники,39.585124789614625,13,39.585124789614625,38.224934746285626,1.3601900433289984,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,8,1.0,0.05,1.0,1.0,1,13
sparse,Какая информация заполняется на вкладке «Дополнительная информация» листка нетрудоспособности в части освидетельствования в бюро МСЭ?,96,WEB Поликлиника: Лист нетрудоспособности,1,1.0,1.0,1.287930000003712,1,96,Поликлиника: Лист нетрудоспособности,53.099922569034796,8,53.099922569034796,32.187049516550246,20.91287305248455,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,4,1.0,0.05,1.0,1.0,1,8
sparse,"Что необходимо сделать, чтобы открыть и сохранить карту беременной, и как затем распечатать нужную форму?",224,WEB Родовспоможение: Карта беременной,1,1.0,1.0,1.3909319999925174,1,224,Родовспоможение: Карта беременной,28.742360000589816,15,28.742360000589816,16.91463199895511,11.827728001634707,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,5,1.0,0.1,1.0,1.0,1,8,1.0,0.05,1.0,1.0,1,15
sparse,Что отображается при нажатии на область с именем пользователя в правом верхнем углу экрана модуля родовых сертификатов?,239,WEB Родовспоможение: Родовые сертификаты,1,1.0,1.0,1.5843369999970491,1,239,Родовспоможение: Родовые сертификаты,52.06520612603706,12,52.06520612603706,27.252206422101487,24.812999703935574,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,8,1.0,0.05,1.0,1.0,1,12
sparse,Как проставляется дата в отчёте ведомости №39 и что учитывается в графе 2 «всего» по посещениям?,518,Отчеты и работа с ними: №39 - Ведомость учета врачебных посещений в амбулаторно-поликлинических учреждениях на дому,1,1.0,1.0,1.400032999995915,1,518,Отчеты и работа с ними: №39 - Ведомость учета врачебных посещений в амбулаторно-поликлинических учреждениях на дому,31.434275812020832,7,31.434275812020832,26.28406747648162,5.150208335539212,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,4,1.0,0.05,1.0,1.0,1,7
sparse,Какие действия на нижней панели доступны после заполнения направления на санаторно-курортное лечение и чем отличаются «Сохранить» и «Подписать и отправить»?,617,"Правильное оформление и отправка СЭМД: СЭМД (151)""Справка для получения путевки на санаторно-курортное лечение""",1,1.0,1.0,1.8549440000015238,1,617,"Правильное оформление и отправка СЭМД: СЭМД (151)""Справка для получения путевки на санаторно-курортное лечение""",47.48574139125816,9,47.48574139125816,45.00852817460753,2.4772132166506324,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,6,1.0,0.05,1.0,1.0,1,9
sparse,Как перенести в текущую медицинскую запись данные из предыдущей записи того же или предыдущего случая лечения в шаблоне 2.0?,28,WEB Поликлиника: Врач поликлиники,1,1.0,1.0,1.6634389999978794,1,28,Поликлиника: Врач поликлиники,49.50874225846862,14,49.50874225846862,41.12081630584335,8.387925952625274,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,8,1.0,0.05,1.0,1.0,1,14
sparse,При каких условиях по основному диагнозу и статусу направления можно сформировать СЭМД «Протокол инструментального исследования» и как отправить его через «Печать/ЭМД»?,575,"Правильное оформление и отправка СЭМД: СЭМД (110)""Протокол инструментального исследования""",1,1.0,1.0,1.9182449999988194,1,575,"Правильное оформление и отправка СЭМД: СЭМД (110)""Протокол инструментального исследования""",38.13656846732281,13,38.13656846732281,32.87288998309417,5.263678484228642,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,6,1.0,0.05,1.0,1.0,1,13
sparse,"Как заполнить обязательные поля «Телефон» и «E-mail», если представитель отказывается сообщать номер или электронную почту?",204,WEB Регистратура: Создание и редактирование МКАБ,1,1.0,1.0,1.5539369999970631,1,204,Регистратура: Создание и редактирование МКАБ,48.623029567554745,15,48.623029567554745,18.901615039974175,29.72141452758057,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,9,1.0,0.05,1.0,1.0,1,15
sparse,Какие поля описываются на вкладке регистрации поступления тела в патолого-анатомическое отделение?,734,"Правильное оформление и отправка СЭМД: СЭМД (242)""Протокол патолого-анатомического вскрытия (CDA) Редакция 2""",1,1.0,1.0,1.027524000008384,1,734,"Правильное оформление и отправка СЭМД: СЭМД (242)""Протокол патолого-анатомического вскрытия (CDA) Редакция 2""",43.141632212990906,15,43.141632212990906,32.05063237035739,11.090999842633515,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,6,1.0,0.05,1.0,1.0,1,15
sparse,Где можно ознакомиться с обязательными требованиями и порядком формирования СЭМД медицинского заключения по результатам медосмотра работника для подсистемы ЭЛМК?,666,"Правильное оформление и отправка СЭМД: СЭМД (194)""Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования)""",10,0.1,0.1,1.580638000007184,1,731,"Правильное оформление и отправка СЭМД: СЭМД (230)""Медицинское заключение по результатам медицинского осмотра работника для предоставления в подсистему ЭЛМК""",35.43052243533411,7,20.566019543170235,35.43052243533411,-14.864502892163877,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,1.0,0.1,1.0,0.2890648263178879,1,2,1.0,0.05,1.0,0.2890648263178879,1,7
