profile,question,expected_chunk_id,expected_title,first_relevant_rank,reciprocal_rank,average_precision,latency_ms,relevant_total,top1_chunk_id,top1_title,top1_score,unique_pages_at_max_k,best_relevant_score,best_non_relevant_score,score_margin,hit@1,precision@1,recall@1,ndcg@1,relevant_chunks@1,unique_pages@1,hit@3,precision@3,recall@3,ndcg@3,relevant_chunks@3,unique_pages@3,hit@5,precision@5,recall@5,ndcg@5,relevant_chunks@5,unique_pages@5,hit@10,precision@10,recall@10,ndcg@10,relevant_chunks@10,unique_pages@10,hit@20,precision@20,recall@20,ndcg@20,relevant_chunks@20,unique_pages@20
hybrid,Куда попадает информация после записи пациента на приём и как вернуться в шаблон осмотра врача 2.0?,33,WEB Поликлиника: Врач поликлиники,3,0.3333333333333333,0.3333333333333333,803.2465269999989,1,32,Поликлиника: Врач поликлиники,0.029261363636363637,10,0.027443609022556388,0.029261363636363637,-0.0018177546138072494,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.5,1,1,1.0,0.2,1.0,0.5,1,1,1.0,0.1,1.0,0.5,1,3,1.0,0.05,1.0,0.5,1,10
hybrid,Как в шаблоне №200 МЗ добавить в медицинскую запись результаты ранее проведённых исследований?,31,WEB Поликлиника: Врач поликлиники,2,0.5,0.5,810.1819270000021,1,375,Стационар: Формы приказа 530н: Работа с шаблонами осмотров АВ,0.030909571655208884,11,0.030883130618720254,0.030909571655208884,-2.6441036488630137e-05,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.6309297535714575,1,2,1.0,0.2,1.0,0.6309297535714575,1,3,1.0,0.1,1.0,0.6309297535714575,1,4,1.0,0.05,1.0,0.6309297535714575,1,11
hybrid,Какая информация заполняется на вкладке «Дополнительная информация» листка нетрудоспособности в части освидетельствования в бюро МСЭ?,96,WEB Поликлиника: Лист нетрудоспособности,1,1.0,1.0,832.6002170000208,1,96,Поликлиника: Лист нетрудоспособности,0.03114754098360656,5,0.03114754098360656,0.030191532258064514,0.0009560087255420444,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,2,1.0,0.05,1.0,1.0,1,5
hybrid,"Что необходимо сделать, чтобы открыть и сохранить карту беременной, и как затем распечатать нужную форму?",224,WEB Родовспоможение: Карта беременной,1,1.0,1.0,794.7237369999982,1,224,Родовспоможение: Карта беременной,0.03114754098360656,10,0.03114754098360656,0.029305851693911394,0.0018416892896951642,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,4,1.0,0.05,1.0,1.0,1,10
hybrid,Что отображается при нажатии на область с именем пользователя в правом верхнем углу экрана модуля родовых сертификатов?,239,WEB Родовспоможение: Родовые сертификаты,1,1.0,1.0,819.8259810000081,1,239,Родовспоможение: Родовые сертификаты,0.03114754098360656,7,0.03114754098360656,0.030141129032258067,0.0010064119513484918,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,2,1.0,0.05,1.0,1.0,1,7
hybrid,Как проставляется дата в отчёте ведомости №39 и что учитывается в графе 2 «всего» по посещениям?,518,Отчеты и работа с ними: №39 - Ведомость учета врачебных посещений в амбулаторно-поликлинических учреждениях на дому,1,1.0,1.0,827.317311999991,1,518,Отчеты и работа с ними: №39 - Ведомость учета врачебных посещений в амбулаторно-поликлинических учреждениях на дому,0.03114754098360656,3,0.03114754098360656,0.029261363636363637,0.0018861773472429212,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,2,1.0,0.05,1.0,1.0,1,3
hybrid,Какие действия на нижней панели доступны после заполнения направления на санаторно-курортное лечение и чем отличаются «Сохранить» и «Подписать и отправить»?,617,"Правильное оформление и отправка СЭМД: СЭМД (151)""Справка для получения путевки на санаторно-курортное лечение""",6,0.16666666666666666,0.16666666666666666,830.0425309999753,1,614,"Правильное оформление и отправка СЭМД: СЭМД (151)""Справка для получения путевки на санаторно-курортное лечение""",0.030455942622950823,7,0.02808743169398907,0.030455942622950823,-0.002368510928961752,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,4,1.0,0.1,1.0,0.3562071871080222,1,4,1.0,0.05,1.0,0.3562071871080222,1,7
hybrid,Как перенести в текущую медицинскую запись данные из предыдущей записи того же или предыдущего случая лечения в шаблоне 2.0?,28,WEB Поликлиника: Врач поликлиники,1,1.0,1.0,838.2983040000056,1,28,Поликлиника: Врач поликлиники,0.03114754098360656,11,0.03114754098360656,0.03038914490527394,0.0007583960783326196,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,5,1.0,0.05,1.0,1.0,1,11
hybrid,При каких условиях по основному диагнозу и статусу направления можно сформировать СЭМД «Протокол инструментального исследования» и как отправить его через «Печать/ЭМД»?,575,"Правильное оформление и отправка СЭМД: СЭМД (110)""Протокол инструментального исследования""",1,1.0,1.0,827.5204020000047,1,575,"Правильное оформление и отправка СЭМД: СЭМД (110)""Протокол инструментального исследования""",0.030883130618720254,9,0.030883130618720254,0.02993551587301587,0.0009476147457043831,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,2,1.0,0.05,1.0,1.0,1,9
hybrid,"Как заполнить обязательные поля «Телефон» и «E-mail», если представитель отказывается сообщать номер или электронную почту?",204,WEB Регистратура: Создание и редактирование МКАБ,1,1.0,1.0,819.4191990000093,1,204,Регистратура: Создание и редактирование МКАБ,0.03114754098360656,16,0.03114754098360656,0.02754677754677755,0.0036007634368290103,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,9,1.0,0.05,1.0,1.0,1,16
hybrid,Какие поля описываются на вкладке регистрации поступления тела в патолого-анатомическое отделение?,734,"Правильное оформление и отправка СЭМД: СЭМД (242)""Протокол патолого-анатомического вскрытия (CDA) Редакция 2""",1,1.0,1.0,806.4329139999984,1,734,"Правильное оформление и отправка СЭМД: СЭМД (242)""Протокол патолого-анатомического вскрытия (CDA) Редакция 2""",0.03114754098360656,11,0.03114754098360656,0.0304147465437788,0.0007327944398277594,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,5,1.0,0.05,1.0,1.0,1,11
hybrid,Где можно ознакомиться с обязательными требованиями и порядком формирования СЭМД медицинского заключения по результатам медосмотра работника для подсистемы ЭЛМК?,666,"Правильное оформление и отправка СЭМД: СЭМД (194)""Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования)""",7,0.14285714285714285,0.14285714285714285,870.7696170000077,1,730,"Правильное оформление и отправка СЭМД: СЭМД (230)""Медицинское заключение по результатам медицинского осмотра работника для предоставления в подсистему ЭЛМК""",0.030679156908665108,4,0.02848214285714286,0.030679156908665108,-0.002197014051522249,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,1.0,0.1,1.0,0.3333333333333333,1,2,1.0,0.05,1.0,0.3333333333333333,1,4
hybrid,Какие условия по стадированию ЗНО и медицинским записям должны быть выполнены перед формированием и отправкой СЭМД «Протокол на случай выявления у больного запущенной формы ЗНО»?,719,"Правильное оформление и отправка СЭМД: СЭМД (211)""Протокол на случай выявления у больного запущенной формы ЗНО""",2,0.5,0.5,866.5412590000017,1,718,"Правильное оформление и отправка СЭМД: СЭМД (211)""Протокол на случай выявления у больного запущенной формы ЗНО""",0.03114754098360656,12,0.030645161290322583,0.03114754098360656,-0.0005023796932839761,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.6309297535714575,1,2,1.0,0.2,1.0,0.6309297535714575,1,4,1.0,0.1,1.0,0.6309297535714575,1,8,1.0,0.05,1.0,0.6309297535714575,1,12
hybrid,Как из МКСБ или случая лечения перейти к решению врачебной комиссии и сформировать СЭМД «Выписка из протокола врачебной комиссии»?,430,Врачебная комиссия от направления до решения,1,1.0,1.0,822.4604119999981,1,430,Врачебная комиссия от направления до решения,0.030679156908665108,13,0.030679156908665108,0.030645161290322583,3.399561834252496e-05,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,8,1.0,0.05,1.0,1.0,1,13
hybrid,"Какая роль нужна для оформления родового сертификата, как создать договор со СФР и с какой недели беременности выдаётся электронный родовой сертификат?",226,WEB Родовспоможение: Родовые сертификаты,1,1.0,1.0,829.983292999998,1,226,Родовспоможение: Родовые сертификаты,0.03114754098360656,2,0.03114754098360656,0.030191532258064514,0.0009560087255420444,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,1,1.0,0.05,1.0,1.0,1,2
hybrid,Как через журнал направлений внести результаты исследования с помощью шаблона «Протокол инструментального исследования» и отправить его в региональное хранилище?,460,Лабораторно-диагностические исследования,1,1.0,1.0,804.1868790000137,1,460,Лабораторно-диагностические исследования,0.03114754098360656,7,0.03114754098360656,0.0304147465437788,0.0007327944398277594,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,3,1.0,0.05,1.0,1.0,1,7
hybrid,Что требуется выполнить прежде чем начать работу с выпиской льготных и коммерческих рецептов?,604,"Правильное оформление и отправка СЭМД: СЭМД (148)""Рецепт на лекарственный препарат (CDA)""",1,1.0,1.0,840.3382380000153,1,604,"Правильное оформление и отправка СЭМД: СЭМД (148)""Рецепт на лекарственный препарат (CDA)""",0.03114754098360656,7,0.03114754098360656,0.030191532258064514,0.0009560087255420444,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,2,1.0,0.05,1.0,1.0,1,7
hybrid,Как в стационаре создать направление на исследования и чем отличается сохранение черновика от подписания направления?,285,WEB Стационар: Врач стационара,2,0.5,0.5,821.3313400000004,1,324,Стационар: Направление на консультацию,0.030645161290322583,13,0.030455942622950823,0.030645161290322583,-0.00018921866737175996,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.6309297535714575,1,3,1.0,0.2,1.0,0.6309297535714575,1,5,1.0,0.1,1.0,0.6309297535714575,1,8,1.0,0.05,1.0,0.6309297535714575,1,13
hybrid,Как формируются поля «Номер карты» и «Дата карты» при работе с картой профилактических осмотров (ПФО)?,829,Работа кабинета ПФО,1,1.0,1.0,814.8371359999942,1,829,Работа кабинета ПФО,0.030455942622950823,9,0.030455942622950823,0.030141129032258067,0.0003148135906927557,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,4,1.0,0.05,1.0,1.0,1,9
hybrid,Как врачу в личном кабинете открыть карту медицинских обследований и при каком проценте выполнения комиссии терапевт может дать заключение по диспансеризации?,7,WEB Диспансеризация,1,1.0,1.0,824.9512539999841,1,7,Диспансеризация,0.030883130618720254,10,0.030883130618720254,0.030239596469104665,0.0006435341496155884,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,4,1.0,0.05,1.0,1.0,1,10
hybrid,Как получить печатную форму медицинской справки о состоянии здоровья ребёнка для организации отдыха детей?,778,"Правильное оформление и отправка СЭМД: СЭМД (87)""Медицинская справка о состоянии здоровья ребенка отъезжающего в организацию отдыха детей и их оздоровления""""",2,0.5,0.5,804.1342989999976,1,777,"Правильное оформление и отправка СЭМД: СЭМД (87)""Медицинская справка о состоянии здоровья ребенка отъезжающего в организацию отдыха детей и их оздоровления""""",0.030883130618720254,10,0.030679156908665108,0.030883130618720254,-0.00020397371005514628,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.6309297535714575,1,1,1.0,0.2,1.0,0.6309297535714575,1,1,1.0,0.1,1.0,0.6309297535714575,1,5,1.0,0.05,1.0,0.6309297535714575,1,10
hybrid,Что происходит после заполнения карты ПФО при нажатии «Предварительный просмотр» и какие дальнейшие действия с документом доступны после подписания?,826,Работа кабинета ПФО,1,1.0,1.0,831.8519709999919,1,826,Работа кабинета ПФО,0.03114754098360656,8,0.03114754098360656,0.029975186104218364,0.0011723548793881947,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,2,1.0,0.05,1.0,1.0,1,8
hybrid,Как в синей версии МКАБ добавить участки прикрепления пациента?,164,WEB Регистратура: Работа с МКАБ в синей версии,2,0.5,0.5,841.7950840000117,1,177,Регистратура: Работа с МКАБ в синей версии,0.030909571655208884,2,0.030883130618720254,0.030909571655208884,-2.6441036488630137e-05,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.6309297535714575,1,2,1.0,0.2,1.0,0.6309297535714575,1,2,1.0,0.1,1.0,0.6309297535714575,1,2,1.0,0.05,1.0,0.6309297535714575,1,2
hybrid,Какие признаки обязательно выставить для формирования СЭМД талона №2 и при каких значениях поля «Категория льготы» становится доступен признак «Направлен к месту лечения»?,715,"Правильное оформление и отправка СЭМД: СЭМД (210)""Талон № 2 на получение специальных талонов (именных направлений) на проезд к месту лечения для получения медицинской помощи""",1,1.0,1.0,861.6948100000172,1,715,"Правильное оформление и отправка СЭМД: СЭМД (210)""Талон № 2 на получение специальных талонов (именных направлений) на проезд к месту лечения для получения медицинской помощи""",0.03114754098360656,9,0.03114754098360656,0.029910714285714284,0.0012368266978922751,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,6,1.0,0.05,1.0,1.0,1,9
hybrid,Какими способами можно оформить согласие пациента при госпитализации и как добавить согласие через раздел «Согласия»?,349,WEB Стационар: Приемный покой,1,1.0,1.0,811.9744459999936,1,349,Стационар: Приемный покой,0.03114754098360656,13,0.03114754098360656,0.02947115384615385,0.0016763871374527103,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,5,1.0,0.1,1.0,1.0,1,8,1.0,0.05,1.0,1.0,1,13
hybrid,Как начать редактирование персональных данных пациента и сколько основных подразделов доступно при редактировании?,160,WEB Регистратура: Работа с МКАБ в синей версии,1,1.0,1.0,806.8895060000045,1,160,Регистратура: Работа с МКАБ в синей версии,0.03114754098360656,13,0.03114754098360656,0.030645161290322583,0.0005023796932839761,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,7,1.0,0.05,1.0,1.0,1,13
hybrid,Кто и при каких условиях может заполнять раздел «Степени и факторы риска» в карте беременной и как связаны между собой анкеты шкалы Радзинского?,221,WEB Родовспоможение: Карта беременной,1,1.0,1.0,826.759237999994,1,221,Родовспоможение: Карта беременной,0.03114754098360656,9,0.03114754098360656,0.028060671722643555,0.0030868692609630037,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,4,1.0,0.05,1.0,1.0,1,9
hybrid,При каком условии относительно ТАП доступно формирование СЭМД и как отправить в РЭМД эпикриз по законченному амбулаторному случаю?,782,"Правильное оформление и отправка СЭМД: СЭМД (92)""Эпикриз по законченному случаю амбулаторный""",2,0.5,0.5,844.0994480000086,1,781,"Правильное оформление и отправка СЭМД: СЭМД (92)""Эпикриз по законченному случаю амбулаторный""",0.030909571655208884,14,0.030883130618720254,0.030909571655208884,-2.6441036488630137e-05,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.6309297535714575,1,2,1.0,0.2,1.0,0.6309297535714575,1,4,1.0,0.1,1.0,0.6309297535714575,1,7,1.0,0.05,1.0,0.6309297535714575,1,14
hybrid,"Как в блоке «Поступление» меняется перечень обязательных полей в зависимости от типа госпитализации (планово, экстренно, неотложно)?",345,WEB Стационар: Приемный покой,1,1.0,1.0,837.423943999994,1,345,Стационар: Приемный покой,0.03114754098360656,9,0.03114754098360656,0.030645161290322583,0.0005023796932839761,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,5,1.0,0.1,1.0,1.0,1,8,1.0,0.05,1.0,1.0,1,9
hybrid,Из каких вкладок состоит окно «Листок нетрудоспособности» и для чего используется кнопка получения пула номеров из ФСС при оформлении первичного ЛН?,95,WEB Поликлиника: Лист нетрудоспособности,1,1.0,1.0,831.9882330000041,1,95,Поликлиника: Лист нетрудоспособности,0.03114754098360656,10,0.03114754098360656,0.030645161290322583,0.0005023796932839761,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,1,1.0,0.2,1.0,1.0,1,1,1.0,0.1,1.0,1.0,1,2,1.0,0.05,1.0,1.0,1,10
hybrid,Где в системе находятся личные настройки пользователя и как добавить или сбросить настройку до значения по умолчанию для врача?,390,Администрирование МИС: Отчеты настройки и прочее,1,1.0,1.0,806.7129249999994,1,390,Администрирование МИС: Отчеты настройки и прочее,0.03114754098360656,13,0.03114754098360656,0.0304147465437788,0.0007327944398277594,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,4,1.0,0.1,1.0,1.0,1,5,1.0,0.05,1.0,1.0,1,13
hybrid,Какие сведения отображаются во вкладке листков нетрудоспособности в ТАП/МКСБ и как создать новый электронный листок нетрудоспособности?,100,WEB Поликлиника: Лист нетрудоспособности,2,0.5,0.5,821.4695390000202,1,93,Поликлиника: Лист нетрудоспособности,0.030645161290322583,7,0.030239596469104665,0.030645161290322583,-0.0004055648212179172,0.0,0.0,0.0,0.0,0,1,1.0,0.3333333333333333,1.0,0.6309297535714575,1,1,1.0,0.2,1.0,0.6309297535714575,1,1,1.0,0.1,1.0,0.6309297535714575,1,2,1.0,0.05,1.0,0.6309297535714575,1,7
hybrid,Какие коды медицинских шаблонов АВ перечислены в инструкции и где в интерфейсе их искать?,368,WEB Стационар: Формы приказа 530н: Работа с шаблонами осмотров АВ,6,0.16666666666666666,0.16666666666666666,855.5366120000087,1,367,Стационар: Формы приказа 530н: Работа с шаблонами осмотров АВ,0.030138713745271124,11,0.01639344262295082,0.030138713745271124,-0.013745271122320303,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,1.0,0.1,1.0,0.3562071871080222,1,2,1.0,0.05,1.0,0.3562071871080222,1,11
hybrid,"Что делать, если при сохранении МКСБ появляется сообщение об ошибке «Проверьте правильность заполнения формы»?",353,WEB Стационар: Приемный покой,1,1.0,1.0,832.4708730000054,1,353,Стационар: Приемный покой,0.03114754098360656,9,0.03114754098360656,0.024674446135633347,0.006473094847973211,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,3,1.0,0.05,1.0,1.0,1,9
full,Какие данные в МКАБ пациента должны быть заполнены для успешного формирования СЭМД «Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования)»?,655,"Правильное оформление и отправка СЭМД: СЭМД (194)""Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования)""",1,1.0,1.0,15317.763259999992,1,655,"Правильное оформление и отправка СЭМД: СЭМД (194)""Медицинское заключение по результатам предварительного (периодического) медицинского осмотра (обследования)""",100.0,3,100.0,98.0,2.0,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,3,1.0,0.05,1.0,1.0,1,3
full,Что происходит при снятии флажка у блока «Слуховой паспорт» в шаблоне осмотра отоларинголога и как вводятся результаты исследований?,115,"WEB Поликлиника: Работа с шаблонами: Шаблон ""Осмотр отоларинголога (20)""",1,1.0,1.0,12030.624407000005,1,115,"Поликлиника: Работа с шаблонами: Шаблон ""Осмотр отоларинголога (20)""",95.0,11,95.0,80.0,15.0,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,2,1.0,0.2,1.0,1.0,1,2,1.0,0.1,1.0,1.0,1,5,1.0,0.05,1.0,1.0,1,11
full,Что открывается пользователю при работе с медицинскими записями после выбора соответствующего действия?,26,WEB Поликлиника: Врач поликлиники,,0.0,0.0,12153.850159000001,1,321,Стационар: Медсестра отделения,95.0,10,,95.0,,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0,10
full,"Что нужно сделать после заполнения формы с результатами медосмотра, чтобы СЭМД был подписан и отправлен в РЭМД?",760,"Правильное оформление и отправка СЭМД: СЭМД (63)""Медицинское заключение об отсутствии медицинских противопоказаний к владению оружием""",,0.0,0.0,15380.850956999979,1,694,"Правильное оформление и отправка СЭМД: СЭМД (204)""Медицинское заключение""",100.0,5,,100.0,,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,5
full,Как оформить перевод пациента в реанимацию и как закрыть реанимационный период в МКСБ?,282,WEB Стационар: Врач стационара,1,1.0,1.0,12325.674819,1,282,Стационар: Врач стационара,100.0,12,100.0,0.07996794758972023,99.92003205241028,1.0,1.0,1.0,1.0,1,1,1.0,0.3333333333333333,1.0,1.0,1,3,1.0,0.2,1.0,1.0,1,3,1.0,0.1,1.0,1.0,1,6,1.0,0.05,1.0,1.0,1,12
